"Notes"	"Year"	"Year Code"	"State"	"State Code"	Projected Populations
	"2014"	"2014"	"Maryland"	"24"	6148131
	"2014"	"2014"	"Massachusetts"	"25"	6737663
	"2014"	"2014"	"Michigan"	"26"	10570208
	"2014"	"2014"	"Minnesota"	"27"	5619270
	"2014"	"2014"	"Mississippi"	"28"	3006893
	"2014"	"2014"	"Missouri"	"29"	6041117
	"2014"	"2014"	"Montana"	"30"	993847
	"2014"	"2014"	"Nebraska"	"31"	1785004
	"2014"	"2014"	"Nevada"	"32"	2982168
	"2014"	"2014"	"New Hampshire"	"33"	1442550
	"2014"	"2014"	"New Jersey"	"34"	9210179
	"2014"	"2014"	"New Mexico"	"35"	2030569
	"2014"	"2014"	"New York"	"36"	19531098
	"2014"	"2014"	"North Carolina"	"37"	9875459
	"2014"	"2014"	"North Dakota"	"38"	635659
	"2014"	"2014"	"Ohio"	"39"	11627284
	"2014"	"2014"	"Oklahoma"	"40"	3647370
	"2014"	"2014"	"Oregon"	"41"	3966347
	"2014"	"2014"	"Pennsylvania"	"42"	12688737
	"2014"	"2014"	"Rhode Island"	"44"	1135531
	"2014"	"2014"	"South Carolina"	"45"	4604180
	"2014"	"2014"	"South Dakota"	"46"	795274
	"2014"	"2014"	"Tennessee"	"47"	6447163
	"2014"	"2014"	"Texas"	"48"	26189495
	"2014"	"2014"	"Utah"	"49"	2744104
	"2014"	"2014"	"Vermont"	"50"	669205
	"2014"	"2014"	"Virginia"	"51"	8375648
	"2014"	"2014"	"Washington"	"53"	6862870
	"2014"	"2014"	"West Virginia"	"54"	1825259
	"2014"	"2014"	"Wisconsin"	"55"	5853861
	"2014"	"2014"	"Wyoming"	"56"	526758
	"2015"	"2015"	"Alabama"	"01"	4663111
	"2015"	"2015"	"Alaska"	"02"	732544
	"2015"	"2015"	"Arizona"	"04"	7495238
	"2015"	"2015"	"Arkansas"	"05"	2968913
	"2015"	"2015"	"California"	"06"	40123232
	"2015"	"2015"	"Colorado"	"08"	5049493
	"2015"	"2015"	"Connecticut"	"09"	3635414
	"2015"	"2015"	"Delaware"	"10"	927400
	"2015"	"2015"	"District of Columbia"	"11"	506323
	"2015"	"2015"	"Florida"	"12"	21204132
	"2015"	"2015"	"Georgia"	"13"	10230578
	"2015"	"2015"	"Hawaii"	"15"	1385952
	"2015"	"2015"	"Idaho"	"16"	1630045
	"2015"	"2015"	"Illinois"	"17"	13097218
	"2015"	"2015"	"Indiana"	"18"	6517631
	"2015"	"2015"	"Iowa"	"19"	3026380
	"2015"	"2015"	"Kansas"	"20"	2852690
	"2015"	"2015"	"Kentucky"	"21"	4351188
	"2015"	"2015"	"Louisiana"	"22"	4673721
	"2015"	"2015"	"Maine"	"23"	1388878
	"2015"	"2015"	"Maryland"	"24"	6208392
	"2015"	"2015"	"Massachusetts"	"25"	6758580
	"2015"	"2015"	"Michigan"	"26"	10599122
	"2015"	"2015"	"Minnesota"	"27"	5668211
	"2015"	"2015"	"Mississippi"	"28"	3014409
	"2015"	"2015"	"Missouri"	"29"	6069556
	"2015"	"2015"	"Montana"	"30"	999489
	"2015"	"2015"	"Nebraska"	"31"	1788508
	"2015"	"2015"	"Nevada"	"32"	3058190
	"2015"	"2015"	"New Hampshire"	"33"	1456679
	"2015"	"2015"	"New Jersey"	"34"	9255769
	"2015"	"2015"	"New Mexico"	"35"	2041539
	"2015"	"2015"	"New York"	"36"	19546699
	"2015"	"2015"	"North Carolina"	"37"	10010770
	"2015"	"2015"	"North Dakota"	"38"	635133
	"2015"	"2015"	"Ohio"	"39"	11635446
	"2015"	"2015"	"Oklahoma"	"40"	3661694
	"2015"	"2015"	"Oregon"	"41"	4012924
	"2015"	"2015"	"Pennsylvania"	"42"	12710938
	"2015"	"2015"	"Rhode Island"	"44"	1139543
	"2015"	"2015"	"South Carolina"	"45"	4642137
	"2015"	"2015"	"South Dakota"	"46"	796954
	"2015"	"2015"	"Tennessee"	"47"	6502017
	"2015"	"2015"	"Texas"	"48"	26585801
	"2015"	"2015"	"Utah"	"49"	2783040
	"2015"	"2015"	"Vermont"	"50"	673169
	"2015"	"2015"	"Virginia"	"51"	8466864
	"2015"	"2015"	"Washington"	"53"	6950610
	"2015"	"2015"	"West Virginia"	"54"	1822758
	"2015"	"2015"	"Wisconsin"	"55"	5882760
	"2015"	"2015"	"Wyoming"	"56"	528005
	"2016"	"2016"	"Alabama"	"01"	4676269
	"2016"	"2016"	"Alaska"	"02"	740704
	"2016"	"2016"	"Arizona"	"04"	7679249
	"2016"	"2016"	"Arkansas"	"05"	2987368
	"2016"	"2016"	"California"	"06"	40541658
	"2016"	"2016"	"Colorado"	"08"	5094505
	"2016"	"2016"	"Connecticut"	"09"	3645212
	"2016"	"2016"	"Delaware"	"10"	935223
	"2016"	"2016"	"District of Columbia"	"11"	501333
	"2016"	"2016"	"Florida"	"12"	21624076
	"2016"	"2016"	"Georgia"	"13"	10355485
	"2016"	"2016"	"Hawaii"	"15"	1391955
	"2016"	"2016"	"Idaho"	"16"	1652489
	"2016"	"2016"	"Illinois"	"17"	13128924
	"2016"	"2016"	"Indiana"	"18"	6540916
	"2016"	"2016"	"Iowa"	"19"	3027058
	"2016"	"2016"	"Kansas"	"20"	2861120
	"2016"	"2016"	"Kentucky"	"21"	4366811
	"2016"	"2016"	"Louisiana"	"22"	4683885
	"2016"	"2016"	"Maine"	"23"	1393949
	"2016"	"2016"	"Maryland"	"24"	6268046
	"2016"	"2016"	"Massachusetts"	"25"	6779024
	"2016"	"2016"	"Michigan"	"26"	10625075
	"2016"	"2016"	"Minnesota"	"27"	5716580
	"2016"	"2016"	"Mississippi"	"28"	3021422
	"2016"	"2016"	"Missouri"	"29"	6097239
	"2016"	"2016"	"Montana"	"30"	1004798
	"2016"	"2016"	"Nebraska"	"31"	1791808
	"2016"	"2016"	"Nevada"	"32"	3135270
	"2016"	"2016"	"New Hampshire"	"33"	1470734
	"2016"	"2016"	"New Jersey"	"34"	9300045
	"2016"	"2016"	"New Mexico"	"35"	2051822
	"2016"	"2016"	"New York"	"36"	19559319
	"2016"	"2016"	"North Carolina"	"37"	10147434
	"2016"	"2016"	"North Dakota"	"38"	634463
	"2016"	"2016"	"Ohio"	"39"	11641535
	"2016"	"2016"	"Oklahoma"	"40"	3676116
	"2016"	"2016"	"Oregon"	"41"	4060467
	"2016"	"2016"	"Pennsylvania"	"42"	12731118
	"2016"	"2016"	"Rhode Island"	"44"	1143240
	"2016"	"2016"	"South Carolina"	"45"	4679441
	"2016"	"2016"	"South Dakota"	"46"	798415
	"2016"	"2016"	"Tennessee"	"47"	6557090
	"2016"	"2016"	"Texas"	"48"	26986249
	"2016"	"2016"	"Utah"	"49"	2822718
	"2016"	"2016"	"Vermont"	"50"	677025
	"2016"	"2016"	"Virginia"	"51"	8557758
	"2016"	"2016"	"Washington"	"53"	7041246
	"2016"	"2016"	"West Virginia"	"54"	1819567
	"2016"	"2016"	"Wisconsin"	"55"	5910327
	"2016"	"2016"	"Wyoming"	"56"	529053
	"2017"	"2017"	"Alabama"	"01"	4689410
	"2017"	"2017"	"Alaska"	"02"	748945
	"2017"	"2017"	"Arizona"	"04"	7867317
	"2017"	"2017"	"Arkansas"	"05"	3005726
	"2017"	"2017"	"California"	"06"	40959943
	"2017"	"2017"	"Colorado"	"08"	5139904
	"2017"	"2017"	"Connecticut"	"09"	3654173
	"2017"	"2017"	"Delaware"	"10"	942751
	"2017"	"2017"	"District of Columbia"	"11"	496175
	"2017"	"2017"	"Florida"	"12"	22053899
	"2017"	"2017"	"Georgia"	"13"	10479164
	"2017"	"2017"	"Hawaii"	"15"	1397258
	"2017"	"2017"	"Idaho"	"16"	1674865
	"2017"	"2017"	"Illinois"	"17"	13158664
	"2017"	"2017"	"Indiana"	"18"	6563494
	"2017"	"2017"	"Iowa"	"19"	3026831
	"2017"	"2017"	"Kansas"	"20"	2869179
	"2017"	"2017"	"Kentucky"	"21"	4381907
	"2017"	"2017"	"Louisiana"	"22"	4693413
	"2017"	"2017"	"Maine"	"23"	1398490
	"2017"	"2017"	"Maryland"	"24"	6326990
	"2017"	"2017"	"Massachusetts"	"25"	6799016
	"2017"	"2017"	"Michigan"	"26"	10647852
	"2017"	"2017"	"Minnesota"	"27"	5764136
	"2017"	"2017"	"Mississippi"	"28"	3027943
	"2017"	"2017"	"Missouri"	"29"	6124161
	"2017"	"2017"	"Montana"	"30"	1009805
	"2017"	"2017"	"Nebraska"	"31"	1794867
	"2017"	"2017"	"Nevada"	"32"	3213364
	"2017"	"2017"	"New Hampshire"	"33"	1484598
	"2017"	"2017"	"New Jersey"	"34"	9342938
	"2017"	"2017"	"New Mexico"	"35"	2061324
	"2017"	"2017"	"New York"	"36"	19568748
	"2017"	"2017"	"North Carolina"	"37"	10285552
	"2017"	"2017"	"North Dakota"	"38"	633633
	"2017"	"2017"	"Ohio"	"39"	11645448
	"2017"	"2017"	"Oklahoma"	"40"	3690699
	"2017"	"2017"	"Oregon"	"41"	4108966
	"2017"	"2017"	"Pennsylvania"	"42"	12748977
	"2017"	"2017"	"Rhode Island"	"44"	1146594
	"2017"	"2017"	"South Carolina"	"45"	4716202
	"2017"	"2017"	"South Dakota"	"46"	799611
	"2017"	"2017"	"Tennessee"	"47"	6612472
	"2017"	"2017"	"Texas"	"48"	27391070
	"2017"	"2017"	"Utah"	"49"	2863188
	"2017"	"2017"	"Vermont"	"50"	680729
	"2017"	"2017"	"Virginia"	"51"	8648333
	"2017"	"2017"	"Washington"	"53"	7134776
	"2017"	"2017"	"West Virginia"	"54"	1815822
	"2017"	"2017"	"Wisconsin"	"55"	5936429
	"2017"	"2017"	"Wyoming"	"56"	529846
	"2018"	"2018"	"Alabama"	"01"	4702519
	"2018"	"2018"	"Alaska"	"02"	757331
	"2018"	"2018"	"Arizona"	"04"	8059487
	"2018"	"2018"	"Arkansas"	"05"	3023989
	"2018"	"2018"	"California"	"06"	41377233
	"2018"	"2018"	"Colorado"	"08"	5185795
	"2018"	"2018"	"Connecticut"	"09"	3662364
	"2018"	"2018"	"Delaware"	"10"	949937
	"2018"	"2018"	"District of Columbia"	"11"	491009
	"2018"	"2018"	"Florida"	"12"	22493926
	"2018"	"2018"	"Georgia"	"13"	10601663
	"2018"	"2018"	"Hawaii"	"15"	1402403
	"2018"	"2018"	"Idaho"	"16"	1697103
	"2018"	"2018"	"Illinois"	"17"	13186604
	"2018"	"2018"	"Indiana"	"18"	6585386
	"2018"	"2018"	"Iowa"	"19"	3025631
	"2018"	"2018"	"Kansas"	"20"	2876728
	"2018"	"2018"	"Kentucky"	"21"	4396540
	"2018"	"2018"	"Louisiana"	"22"	4702379
	"2018"	"2018"	"Maine"	"23"	1402465
	"2018"	"2018"	"Maryland"	"24"	6384972
	"2018"	"2018"	"Massachusetts"	"25"	6818537
	"2018"	"2018"	"Michigan"	"26"	10667356
	"2018"	"2018"	"Minnesota"	"27"	5810811
	"2018"	"2018"	"Mississippi"	"28"	3033918
	"2018"	"2018"	"Missouri"	"29"	6150240
	"2018"	"2018"	"Montana"	"30"	1014482
	"2018"	"2018"	"Nebraska"	"31"	1797687
	"2018"	"2018"	"Nevada"	"32"	3292272
	"2018"	"2018"	"New Hampshire"	"33"	1498286
	"2018"	"2018"	"New Jersey"	"34"	9384233
	"2018"	"2018"	"New Mexico"	"35"	2069834
	"2018"	"2018"	"New York"	"36"	19574977
	"2018"	"2018"	"North Carolina"	"37"	10425301
	"2018"	"2018"	"North Dakota"	"38"	632627
	"2018"	"2018"	"Ohio"	"39"	11647203
	"2018"	"2018"	"Oklahoma"	"40"	3705437
	"2018"	"2018"	"Oregon"	"41"	4158539
	"2018"	"2018"	"Pennsylvania"	"42"	12764432
	"2018"	"2018"	"Rhode Island"	"44"	1149555
	"2018"	"2018"	"South Carolina"	"45"	4752323
	"2018"	"2018"	"South Dakota"	"46"	800606
	"2018"	"2018"	"Tennessee"	"47"	6668132
	"2018"	"2018"	"Texas"	"48"	27800543
	"2018"	"2018"	"Utah"	"49"	2904529
	"2018"	"2018"	"Vermont"	"50"	684222
	"2018"	"2018"	"Virginia"	"51"	8738451
	"2018"	"2018"	"Washington"	"53"	7231073
	"2018"	"2018"	"West Virginia"	"54"	1811457
	"2018"	"2018"	"Wisconsin"	"55"	5960925
	"2018"	"2018"	"Wyoming"	"56"	530409
	"2019"	"2019"	"Alabama"	"01"	4715658
	"2019"	"2019"	"Alaska"	"02"	765831
	"2019"	"2019"	"Arizona"	"04"	8255876
	"2019"	"2019"	"Arkansas"	"05"	3042139
	"2019"	"2019"	"California"	"06"	41793201
	"2019"	"2019"	"Colorado"	"08"	5232108
	"2019"	"2019"	"Connecticut"	"09"	3669544
	"2019"	"2019"	"Delaware"	"10"	956706
	"2019"	"2019"	"District of Columbia"	"11"	485768
	"2019"	"2019"	"Florida"	"12"	22944739
	"2019"	"2019"	"Georgia"	"13"	10723197
	"2019"	"2019"	"Hawaii"	"15"	1407471
	"2019"	"2019"	"Idaho"	"16"	1719239
	"2019"	"2019"	"Illinois"	"17"	13212633
	"2019"	"2019"	"Indiana"	"18"	6606554
	"2019"	"2019"	"Iowa"	"19"	3023507
	"2019"	"2019"	"Kansas"	"20"	2883852
	"2019"	"2019"	"Kentucky"	"21"	4410702
	"2019"	"2019"	"Louisiana"	"22"	4710957
	"2019"	"2019"	"Maine"	"23"	1405839
	"2019"	"2019"	"Maryland"	"24"	6441889
	"2019"	"2019"	"Massachusetts"	"25"	6837397
	"2019"	"2019"	"Michigan"	"26"	10683432
	"2019"	"2019"	"Minnesota"	"27"	5856391
	"2019"	"2019"	"Mississippi"	"28"	3039491
	"2019"	"2019"	"Missouri"	"29"	6175464
	"2019"	"2019"	"Montana"	"30"	1018788
	"2019"	"2019"	"Nebraska"	"31"	1800270
	"2019"	"2019"	"Nevada"	"32"	3371938
	"2019"	"2019"	"New Hampshire"	"33"	1511668
	"2019"	"2019"	"New Jersey"	"34"	9423792
	"2019"	"2019"	"New Mexico"	"35"	2077546
	"2019"	"2019"	"New York"	"36"	19577760
	"2019"	"2019"	"North Carolina"	"37"	10566497
	"2019"	"2019"	"North Dakota"	"38"	631470
	"2019"	"2019"	"Ohio"	"39"	11646712
	"2019"	"2019"	"Oklahoma"	"40"	3720396
	"2019"	"2019"	"Oregon"	"41"	4208983
	"2019"	"2019"	"Pennsylvania"	"42"	12777274
	"2019"	"2019"	"Rhode Island"	"44"	1152141
	"2019"	"2019"	"South Carolina"	"45"	4787774
	"2019"	"2019"	"South Dakota"	"46"	801393
	"2019"	"2019"	"Tennessee"	"47"	6724207
	"2019"	"2019"	"Texas"	"48"	28215015
	"2019"	"2019"	"Utah"	"49"	2946841
	"2019"	"2019"	"Vermont"	"50"	687552
	"2019"	"2019"	"Virginia"	"51"	8828145
	"2019"	"2019"	"Washington"	"53"	7330188
	"2019"	"2019"	"West Virginia"	"54"	1806545
	"2019"	"2019"	"Wisconsin"	"55"	5983775
	"2019"	"2019"	"Wyoming"	"56"	530784
	"2020"	"2020"	"Alabama"	"01"	4728915
	"2020"	"2020"	"Alaska"	"02"	774421
	"2020"	"2020"	"Arizona"	"04"	8456448
	"2020"	"2020"	"Arkansas"	"05"	3060219
	"2020"	"2020"	"California"	"06"	42206743
	"2020"	"2020"	"Colorado"	"08"	5278867
	"2020"	"2020"	"Connecticut"	"09"	3675650
	"2020"	"2020"	"Delaware"	"10"	963209
	"2020"	"2020"	"District of Columbia"	"11"	480540
	"2020"	"2020"	"Florida"	"12"	23406525
	"2020"	"2020"	"Georgia"	"13"	10843753
	"2020"	"2020"	"Hawaii"	"15"	1412373
	"2020"	"2020"	"Idaho"	"16"	1741333
	"2020"	"2020"	"Illinois"	"17"	13236720
	"2020"	"2020"	"Indiana"	"18"	6627008
	"2020"	"2020"	"Iowa"	"19"	3020496
	"2020"	"2020"	"Kansas"	"20"	2890566
	"2020"	"2020"	"Kentucky"	"21"	4424431
	"2020"	"2020"	"Louisiana"	"22"	4719160
	"2020"	"2020"	"Maine"	"23"	1408665
	"2020"	"2020"	"Maryland"	"24"	6497626
	"2020"	"2020"	"Massachusetts"	"25"	6855546
	"2020"	"2020"	"Michigan"	"26"	10695993
	"2020"	"2020"	"Minnesota"	"27"	5900769
	"2020"	"2020"	"Mississippi"	"28"	3044812
	"2020"	"2020"	"Missouri"	"29"	6199882
	"2020"	"2020"	"Montana"	"30"	1022735
	"2020"	"2020"	"Nebraska"	"31"	1802678
	"2020"	"2020"	"Nevada"	"32"	3452283
	"2020"	"2020"	"New Hampshire"	"33"	1524751
	"2020"	"2020"	"New Jersey"	"34"	9461635
	"2020"	"2020"	"New Mexico"	"35"	2084341
	"2020"	"2020"	"New York"	"36"	19576920
	"2020"	"2020"	"North Carolina"	"37"	10709289
	"2020"	"2020"	"North Dakota"	"38"	630112
	"2020"	"2020"	"Ohio"	"39"	11644058
	"2020"	"2020"	"Oklahoma"	"40"	3735690
	"2020"	"2020"	"Oregon"	"41"	4260393
	"2020"	"2020"	"Pennsylvania"	"42"	12787354
	"2020"	"2020"	"Rhode Island"	"44"	1154230
	"2020"	"2020"	"South Carolina"	"45"	4822577
	"2020"	"2020"	"South Dakota"	"46"	801939
	"2020"	"2020"	"Tennessee"	"47"	6780670
	"2020"	"2020"	"Texas"	"48"	28634896
	"2020"	"2020"	"Utah"	"49"	2990094
	"2020"	"2020"	"Vermont"	"50"	690686
	"2020"	"2020"	"Virginia"	"51"	8917395
	"2020"	"2020"	"Washington"	"53"	7432136
	"2020"	"2020"	"West Virginia"	"54"	1801112
	"2020"	"2020"	"Wisconsin"	"55"	6004954
	"2020"	"2020"	"Wyoming"	"56"	530948
	"2021"	"2021"	"Alabama"	"01"	4742363
	"2021"	"2021"	"Alaska"	"02"	783195
	"2021"	"2021"	"Arizona"	"04"	8661628
	"2021"	"2021"	"Arkansas"	"05"	3078304
	"2021"	"2021"	"California"	"06"	42621044
	"2021"	"2021"	"Colorado"	"08"	5326177
	"2021"	"2021"	"Connecticut"	"09"	3680713
	"2021"	"2021"	"Delaware"	"10"	969362
	"2021"	"2021"	"District of Columbia"	"11"	475313
	"2021"	"2021"	"Florida"	"12"	23880431
	"2021"	"2021"	"Georgia"	"13"	10963625
	"2021"	"2021"	"Hawaii"	"15"	1417285
	"2021"	"2021"	"Idaho"	"16"	1763458
	"2021"	"2021"	"Illinois"	"17"	13259305
	"2021"	"2021"	"Indiana"	"18"	6646851
	"2021"	"2021"	"Iowa"	"19"	3016578
	"2021"	"2021"	"Kansas"	"20"	2896901
	"2021"	"2021"	"Kentucky"	"21"	4437842
	"2021"	"2021"	"Louisiana"	"22"	4727344
	"2021"	"2021"	"Maine"	"23"	1410938
	"2021"	"2021"	"Maryland"	"24"	6552328
	"2021"	"2021"	"Massachusetts"	"25"	6873128
	"2021"	"2021"	"Michigan"	"26"	10705348
	"2021"	"2021"	"Minnesota"	"27"	5944197
	"2021"	"2021"	"Mississippi"	"28"	3049912
	"2021"	"2021"	"Missouri"	"29"	6223645
	"2021"	"2021"	"Montana"	"30"	1026314
	"2021"	"2021"	"Nebraska"	"31"	1804909
	"2021"	"2021"	"Nevada"	"32"	3533242
	"2021"	"2021"	"New Hampshire"	"33"	1537602
	"2021"	"2021"	"New Jersey"	"34"	9498228
	"2021"	"2021"	"New Mexico"	"35"	2090297
	"2021"	"2021"	"New York"	"36"	19573419
	"2021"	"2021"	"North Carolina"	"37"	10853724
	"2021"	"2021"	"North Dakota"	"38"	628561
	"2021"	"2021"	"Ohio"	"39"	11639414
	"2021"	"2021"	"Oklahoma"	"40"	3751443
	"2021"	"2021"	"Oregon"	"41"	4312897
	"2021"	"2021"	"Pennsylvania"	"42"	12794939
	"2021"	"2021"	"Rhode Island"	"44"	1155920
	"2021"	"2021"	"South Carolina"	"45"	4856829
	"2021"	"2021"	"South Dakota"	"46"	802269
	"2021"	"2021"	"Tennessee"	"47"	6837661
	"2021"	"2021"	"Texas"	"48"	29062018
	"2021"	"2021"	"Utah"	"49"	3034569
	"2021"	"2021"	"Vermont"	"50"	693589
	"2021"	"2021"	"Virginia"	"51"	9006566
	"2021"	"2021"	"Washington"	"53"	7537377
	"2021"	"2021"	"West Virginia"	"54"	1795057
	"2021"	"2021"	"Wisconsin"	"55"	6024516
	"2021"	"2021"	"Wyoming"	"56"	530925
	"2022"	"2022"	"Alabama"	"01"	4756138
	"2022"	"2022"	"Alaska"	"02"	792219
	"2022"	"2022"	"Arizona"	"04"	8871581
	"2022"	"2022"	"Arkansas"	"05"	3096402
	"2022"	"2022"	"California"	"06"	43038400
	"2022"	"2022"	"Colorado"	"08"	5374263
	"2022"	"2022"	"Connecticut"	"09"	3684845
	"2022"	"2022"	"Delaware"	"10"	975210
	"2022"	"2022"	"District of Columbia"	"11"	470147
	"2022"	"2022"	"Florida"	"12"	24367532
	"2022"	"2022"	"Georgia"	"13"	11083165
	"2022"	"2022"	"Hawaii"	"15"	1422429
	"2022"	"2022"	"Idaho"	"16"	1785567
	"2022"	"2022"	"Illinois"	"17"	13280998
	"2022"	"2022"	"Indiana"	"18"	6666200
	"2022"	"2022"	"Iowa"	"19"	3011877
	"2022"	"2022"	"Kansas"	"20"	2902887
	"2022"	"2022"	"Kentucky"	"21"	4451079
	"2022"	"2022"	"Louisiana"	"22"	4735656
	"2022"	"2022"	"Maine"	"23"	1412605
	"2022"	"2022"	"Maryland"	"24"	6606198
	"2022"	"2022"	"Massachusetts"	"25"	6890339
	"2022"	"2022"	"Michigan"	"26"	10711744
	"2022"	"2022"	"Minnesota"	"27"	5986721
	"2022"	"2022"	"Mississippi"	"28"	3054907
	"2022"	"2022"	"Missouri"	"29"	6247117
	"2022"	"2022"	"Montana"	"30"	1029536
	"2022"	"2022"	"Nebraska"	"31"	1807022
	"2022"	"2022"	"Nevada"	"32"	3614974
	"2022"	"2022"	"New Hampshire"	"33"	1550181
	"2022"	"2022"	"New Jersey"	"34"	9534128
	"2022"	"2022"	"New Mexico"	"35"	2095558
	"2022"	"2022"	"New York"	"36"	19568231
	"2022"	"2022"	"North Carolina"	"37"	11000044
	"2022"	"2022"	"North Dakota"	"38"	626860
	"2022"	"2022"	"Ohio"	"39"	11633173
	"2022"	"2022"	"Oklahoma"	"40"	3767829
	"2022"	"2022"	"Oregon"	"41"	4366700
	"2022"	"2022"	"Pennsylvania"	"42"	12800217
	"2022"	"2022"	"Rhode Island"	"44"	1157175
	"2022"	"2022"	"South Carolina"	"45"	4890655
	"2022"	"2022"	"South Dakota"	"46"	802396
	"2022"	"2022"	"Tennessee"	"47"	6895329
	"2022"	"2022"	"Texas"	"48"	29498159
	"2022"	"2022"	"Utah"	"49"	3080326
	"2022"	"2022"	"Vermont"	"50"	696319
	"2022"	"2022"	"Virginia"	"51"	9095887
	"2022"	"2022"	"Washington"	"53"	7646286
	"2022"	"2022"	"West Virginia"	"54"	1788563
	"2022"	"2022"	"Wisconsin"	"55"	6042617
	"2022"	"2022"	"Wyoming"	"56"	530704
	"2023"	"2023"	"Alabama"	"01"	4770343
	"2023"	"2023"	"Alaska"	"02"	801435
	"2023"	"2023"	"Arizona"	"04"	9086570
	"2023"	"2023"	"Arkansas"	"05"	3114547
	"2023"	"2023"	"California"	"06"	43458537
	"2023"	"2023"	"Colorado"	"08"	5423079
	"2023"	"2023"	"Connecticut"	"09"	3688001
	"2023"	"2023"	"Delaware"	"10"	980713
	"2023"	"2023"	"District of Columbia"	"11"	465050
	"2023"	"2023"	"Florida"	"12"	24868128
	"2023"	"2023"	"Georgia"	"13"	11202275
	"2023"	"2023"	"Hawaii"	"15"	1427696
	"2023"	"2023"	"Idaho"	"16"	1807798
	"2023"	"2023"	"Illinois"	"17"	13301720
	"2023"	"2023"	"Indiana"	"18"	6685094
	"2023"	"2023"	"Iowa"	"19"	3006420
	"2023"	"2023"	"Kansas"	"20"	2908587
	"2023"	"2023"	"Kentucky"	"21"	4464097
	"2023"	"2023"	"Louisiana"	"22"	4744316
	"2023"	"2023"	"Maine"	"23"	1413737
	"2023"	"2023"	"Maryland"	"24"	6659221
	"2023"	"2023"	"Massachusetts"	"25"	6907115
	"2023"	"2023"	"Michigan"	"26"	10715229
	"2023"	"2023"	"Minnesota"	"27"	6028284
	"2023"	"2023"	"Mississippi"	"28"	3059826
	"2023"	"2023"	"Missouri"	"29"	6270151
	"2023"	"2023"	"Montana"	"30"	1032468
	"2023"	"2023"	"Nebraska"	"31"	1809017
	"2023"	"2023"	"Nevada"	"32"	3697316
	"2023"	"2023"	"New Hampshire"	"33"	1562470
	"2023"	"2023"	"New Jersey"	"34"	9569120
	"2023"	"2023"	"New Mexico"	"35"	2100022
	"2023"	"2023"	"New York"	"36"	19561066
	"2023"	"2023"	"North Carolina"	"37"	11148195
	"2023"	"2023"	"North Dakota"	"38"	624978
	"2023"	"2023"	"Ohio"	"39"	11625398
	"2023"	"2023"	"Oklahoma"	"40"	3784867
	"2023"	"2023"	"Oregon"	"41"	4421848
	"2023"	"2023"	"Pennsylvania"	"42"	12803142
	"2023"	"2023"	"Rhode Island"	"44"	1157929
	"2023"	"2023"	"South Carolina"	"45"	4924048
	"2023"	"2023"	"South Dakota"	"46"	802350
	"2023"	"2023"	"Tennessee"	"47"	6953783
	"2023"	"2023"	"Texas"	"48"	29943764
	"2023"	"2023"	"Utah"	"49"	3127347
	"2023"	"2023"	"Vermont"	"50"	698858
	"2023"	"2023"	"Virginia"	"51"	9185284
	"2023"	"2023"	"Washington"	"53"	7758905
	"2023"	"2023"	"West Virginia"	"54"	1781639
	"2023"	"2023"	"Wisconsin"	"55"	6059281
	"2023"	"2023"	"Wyoming"	"56"	530314
	"2024"	"2024"	"Alabama"	"01"	4784959
	"2024"	"2024"	"Alaska"	"02"	810992
	"2024"	"2024"	"Arizona"	"04"	9306480
	"2024"	"2024"	"Arkansas"	"05"	3132786
	"2024"	"2024"	"California"	"06"	43880767
	"2024"	"2024"	"Colorado"	"08"	5472581
	"2024"	"2024"	"Connecticut"	"09"	3690067
	"2024"	"2024"	"Delaware"	"10"	985857
	"2024"	"2024"	"District of Columbia"	"11"	460046
	"2024"	"2024"	"Florida"	"12"	25382899
	"2024"	"2024"	"Georgia"	"13"	11320789
	"2024"	"2024"	"Hawaii"	"15"	1433110
	"2024"	"2024"	"Idaho"	"16"	1830096
	"2024"	"2024"	"Illinois"	"17"	13321572
	"2024"	"2024"	"Indiana"	"18"	6703479
	"2024"	"2024"	"Iowa"	"19"	3000209
	"2024"	"2024"	"Kansas"	"20"	2913953
	"2024"	"2024"	"Kentucky"	"21"	4476927
	"2024"	"2024"	"Louisiana"	"22"	4753194
	"2024"	"2024"	"Maine"	"23"	1414345
	"2024"	"2024"	"Maryland"	"24"	6711375
	"2024"	"2024"	"Massachusetts"	"25"	6923257
	"2024"	"2024"	"Michigan"	"26"	10715859
	"2024"	"2024"	"Minnesota"	"27"	6068940
	"2024"	"2024"	"Mississippi"	"28"	3064645
	"2024"	"2024"	"Missouri"	"29"	6292890
	"2024"	"2024"	"Montana"	"30"	1035086
	"2024"	"2024"	"Nebraska"	"31"	1810951
	"2024"	"2024"	"Nevada"	"32"	3780129
	"2024"	"2024"	"New Hampshire"	"33"	1574541
	"2024"	"2024"	"New Jersey"	"34"	9603371
	"2024"	"2024"	"New Mexico"	"35"	2103685
	"2024"	"2024"	"New York"	"36"	19551765
	"2024"	"2024"	"North Carolina"	"37"	11297928
	"2024"	"2024"	"North Dakota"	"38"	622970
	"2024"	"2024"	"Ohio"	"39"	11616242
	"2024"	"2024"	"Oklahoma"	"40"	3802592
	"2024"	"2024"	"Oregon"	"41"	4478426
	"2024"	"2024"	"Pennsylvania"	"42"	12803729
	"2024"	"2024"	"Rhode Island"	"44"	1158169
	"2024"	"2024"	"South Carolina"	"45"	4957008
